file_path,label,score,prediction
/lat pulldown/lat pulldown_8.mp4,8,0.07986218482255936,"[{'score': 0.9149466753005981, 'label': 'barbell biceps curl'}, {'score': 0.07986218482255936, 'label': 'lat pulldown'}, {'score': 0.0009008368360809982, 'label': 'shoulder press'}, {'score': 0.0006807565223425627, 'label': 'chest fly machine'}, {'score': 0.0004592276527546346, 'label': 'squat'}]"
/lat pulldown/lat pulldown_11.mp4,8,0.8895567059516907,"[{'score': 0.8895567059516907, 'label': 'lat pulldown'}, {'score': 0.09775269776582718, 'label': 'push-up'}, {'score': 0.00331910140812397, 'label': 'deadlift'}, {'score': 0.0017414954490959644, 'label': 't bar row'}, {'score': 0.0013837763108313084, 'label': 'tricep Pushdown'}]"
/lat pulldown/lat pulldown_2.mp4,8,0.016512315720319748,"[{'score': 0.8120723962783813, 'label': 'bench press'}, {'score': 0.05336569622159004, 'label': 'shoulder press'}, {'score': 0.04466892033815384, 'label': 'decline bench press'}, {'score': 0.025133399292826653, 'label': 'incline bench press'}, {'score': 0.016512315720319748, 'label': 'lat pulldown'}]"
/lat pulldown/lat pulldown_12.mp4,8,0.9994866847991943,"[{'score': 0.9994866847991943, 'label': 'lat pulldown'}, {'score': 0.00010622222907841206, 'label': 'barbell biceps curl'}, {'score': 5.59749714739155e-05, 'label': 'shoulder press'}, {'score': 5.176137710805051e-05, 'label': 'incline bench press'}, {'score': 2.875878635677509e-05, 'label': 'decline bench press'}]"
/lat pulldown/lat pulldown_0.mp4,8,6.232679152162746e-05,"[{'score': 0.998890221118927, 'label': 'incline bench press'}, {'score': 0.00020348771067801863, 'label': 'shoulder press'}, {'score': 0.00012802612036466599, 'label': 'barbell biceps curl'}, {'score': 6.232679152162746e-05, 'label': 'lat pulldown'}, {'score': 6.160813063615933e-05, 'label': 'hip thrust'}]"
/lat pulldown/lat pulldown_7.mp4,8,0.9830893278121948,"[{'score': 0.9830893278121948, 'label': 'lat pulldown'}, {'score': 0.013105294667184353, 'label': 'incline bench press'}, {'score': 0.000955840281676501, 'label': 'squat'}, {'score': 0.0008584090392105281, 'label': 'barbell biceps curl'}, {'score': 0.0002386316773481667, 'label': 'shoulder press'}]"
/lat pulldown/lat pulldown_9.mp4,8,0,"[{'score': 0.9787078499794006, 'label': 'leg raises'}, {'score': 0.008164731785655022, 'label': 'shoulder press'}, {'score': 0.0038594466168433428, 'label': 't bar row'}, {'score': 0.0020813432056456804, 'label': 'leg extension'}, {'score': 0.0014604914467781782, 'label': 'tricep Pushdown'}]"
/lat pulldown/lat pulldown_3.mp4,8,0.00884007103741169,"[{'score': 0.9162462949752808, 'label': 'barbell biceps curl'}, {'score': 0.060120340436697006, 'label': 'chest fly machine'}, {'score': 0.00884007103741169, 'label': 'lat pulldown'}, {'score': 0.002736187307164073, 'label': 'decline bench press'}, {'score': 0.0025419045705348253, 'label': 'deadlift'}]"
/incline bench press/incline bench press_5.mp4,7,0.9971342086791992,"[{'score': 0.9971342086791992, 'label': 'incline bench press'}, {'score': 0.000597426958847791, 'label': 'decline bench press'}, {'score': 0.0005435775965452194, 'label': 'plank'}, {'score': 0.00020653374667745084, 'label': 'squat'}, {'score': 0.00015547625662293285, 'label': 'bench press'}]"
/incline bench press/incline bench press_9.mp4,7,0.9988889098167419,"[{'score': 0.9988889098167419, 'label': 'incline bench press'}, {'score': 0.00018499986617825925, 'label': 'decline bench press'}, {'score': 0.00011101331620011479, 'label': 'bench press'}, {'score': 0.0001067641205736436, 'label': 'leg extension'}, {'score': 7.085276592988521e-05, 'label': 'hip thrust'}]"
/incline bench press/2.mp4,7,0.3347565233707428,"[{'score': 0.3347565233707428, 'label': 'incline bench press'}, {'score': 0.2206982970237732, 'label': 'bench press'}, {'score': 0.19774740934371948, 'label': 'chest fly machine'}, {'score': 0.1291983425617218, 'label': 'barbell biceps curl'}, {'score': 0.03535294160246849, 'label': 'romanian deadlift'}]"
/incline bench press/incline bench press_7.mp4,7,0.9961215853691101,"[{'score': 0.9961215853691101, 'label': 'incline bench press'}, {'score': 0.0025868748780339956, 'label': 'bench press'}, {'score': 0.00011996225657640025, 'label': 'decline bench press'}, {'score': 0.00011107928730780259, 'label': 'leg raises'}, {'score': 9.665712423156947e-05, 'label': 'squat'}]"
/incline bench press/1.mp4,7,0.42978912591934204,"[{'score': 0.5091368556022644, 'label': 'shoulder press'}, {'score': 0.42978912591934204, 'label': 'incline bench press'}, {'score': 0.03797079250216484, 'label': 'leg raises'}, {'score': 0.005796873476356268, 'label': 'leg extension'}, {'score': 0.004231577273458242, 'label': 'chest fly machine'}]"
/incline bench press/incline bench press_0.mp4,7,0.992938756942749,"[{'score': 0.992938756942749, 'label': 'incline bench press'}, {'score': 0.0034555562306195498, 'label': 'bench press'}, {'score': 0.0008081303676590323, 'label': 'squat'}, {'score': 0.00042274591396562755, 'label': 'decline bench press'}, {'score': 0.00039133269456215203, 'label': 'leg extension'}]"
/incline bench press/incline bench press_4.mp4,7,0.9990849494934082,"[{'score': 0.9990849494934082, 'label': 'incline bench press'}, {'score': 0.00012205558596178889, 'label': 'shoulder press'}, {'score': 9.191824938170612e-05, 'label': 'leg extension'}, {'score': 8.222449832828715e-05, 'label': 'decline bench press'}, {'score': 6.074637713027187e-05, 'label': 'romanian deadlift'}]"
/incline bench press/incline bench press_11.mp4,7,0.9921990036964417,"[{'score': 0.9921990036964417, 'label': 'incline bench press'}, {'score': 0.0029835582245141268, 'label': 'hip thrust'}, {'score': 0.0017803182126954198, 'label': 'romanian deadlift'}, {'score': 0.0008865056443028152, 'label': 'leg extension'}, {'score': 0.000255990686127916, 'label': 'squat'}]"
/incline bench press/incline bench press_2.mp4,7,0.9992469549179077,"[{'score': 0.9992469549179077, 'label': 'incline bench press'}, {'score': 0.00010877923341467977, 'label': 'shoulder press'}, {'score': 5.230904935160652e-05, 'label': 'hip thrust'}, {'score': 4.835167419514619e-05, 'label': 'leg extension'}, {'score': 4.61988674942404e-05, 'label': 'chest fly machine'}]"
/incline bench press/bench press_17.mp4,7,0,"[{'score': 0.9991912245750427, 'label': 'bench press'}, {'score': 0.0001160524261649698, 'label': 'shoulder press'}, {'score': 8.227379294112325e-05, 'label': 'leg extension'}, {'score': 6.368992762872949e-05, 'label': 'squat'}, {'score': 5.627605059999041e-05, 'label': 'barbell biceps curl'}]"
/incline bench press/bench press_13.mp4,7,6.178834155434743e-05,"[{'score': 0.9993683695793152, 'label': 'bench press'}, {'score': 0.0001091638914658688, 'label': 'decline bench press'}, {'score': 7.040082709863782e-05, 'label': 'leg extension'}, {'score': 6.178834155434743e-05, 'label': 'incline bench press'}, {'score': 4.2422019760124385e-05, 'label': 'hip thrust'}]"
/incline bench press/incline bench press_3.mp4,7,0.9701386094093323,"[{'score': 0.9701386094093323, 'label': 'incline bench press'}, {'score': 0.020919151604175568, 'label': 'shoulder press'}, {'score': 0.003836963325738907, 'label': 'chest fly machine'}, {'score': 0.0006225425750017166, 'label': 'squat'}, {'score': 0.000521124224178493, 'label': 'leg extension'}]"
/incline bench press/incline bench press_10.mp4,7,0.05825653299689293,"[{'score': 0.579859733581543, 'label': 'leg extension'}, {'score': 0.19209642708301544, 'label': 'chest fly machine'}, {'score': 0.08371000736951828, 'label': 'shoulder press'}, {'score': 0.05825653299689293, 'label': 'incline bench press'}, {'score': 0.027223510667681694, 'label': 'hammer curl'}]"
/incline bench press/incline bench press_1.mp4,7,0.9956455230712891,"[{'score': 0.9956455230712891, 'label': 'incline bench press'}, {'score': 0.002525751944631338, 'label': 'decline bench press'}, {'score': 0.00037122468347661197, 'label': 'shoulder press'}, {'score': 0.0002215854183305055, 'label': 'hip thrust'}, {'score': 0.00016644387505948544, 'label': 'bench press'}]"
/leg raises/leg raises_3.mp4,11,0.9826723337173462,"[{'score': 0.9826723337173462, 'label': 'leg raises'}, {'score': 0.0039375643245875835, 'label': 'leg extension'}, {'score': 0.003645963966846466, 'label': 't bar row'}, {'score': 0.002434094436466694, 'label': 'barbell biceps curl'}, {'score': 0.0017654109979048371, 'label': 'tricep Pushdown'}]"
/leg raises/4.mp4,11,0.0229498241096735,"[{'score': 0.8985348343849182, 'label': 'squat'}, {'score': 0.038565412163734436, 'label': 'romanian deadlift'}, {'score': 0.0229498241096735, 'label': 'leg raises'}, {'score': 0.012106279842555523, 'label': 'deadlift'}, {'score': 0.005850279703736305, 'label': 'pull Up'}]"
/leg raises/leg raises_5.mp4,11,0.9790350198745728,"[{'score': 0.9790350198745728, 'label': 'leg raises'}, {'score': 0.016566505655646324, 'label': 'pull Up'}, {'score': 0.0007064128876663744, 'label': 'romanian deadlift'}, {'score': 0.0005245289066806436, 'label': 'plank'}, {'score': 0.00048165893531404436, 'label': 'incline bench press'}]"
/leg raises/leg raises_10.mp4,11,0.9993439316749573,"[{'score': 0.9993439316749573, 'label': 'leg raises'}, {'score': 8.454993076156825e-05, 'label': 'shoulder press'}, {'score': 6.578660395462066e-05, 'label': 'romanian deadlift'}, {'score': 4.828139208257198e-05, 'label': 'deadlift'}, {'score': 4.3863426981261e-05, 'label': 'barbell biceps curl'}]"
/leg raises/leg raises_9.mp4,11,0.9994626641273499,"[{'score': 0.9994626641273499, 'label': 'leg raises'}, {'score': 7.987605931703001e-05, 'label': 'tricep Pushdown'}, {'score': 4.873723810305819e-05, 'label': 'leg extension'}, {'score': 3.967663724324666e-05, 'label': 'lateral raise'}, {'score': 3.132119672955014e-05, 'label': 'deadlift'}]"
/leg raises/2.mp4,11,0.9985834360122681,"[{'score': 0.9985834360122681, 'label': 'leg raises'}, {'score': 0.00033571661333553493, 'label': 'pull Up'}, {'score': 0.00014365330571308732, 'label': 'barbell biceps curl'}, {'score': 0.0001191477567772381, 'label': 'deadlift'}, {'score': 0.00010824592027347535, 'label': 'shoulder press'}]"
/leg raises/c.mp4,11,0.9983569979667664,"[{'score': 0.9983569979667664, 'label': 'leg raises'}, {'score': 0.00043602215009741485, 'label': 'shoulder press'}, {'score': 0.00039368655416183174, 'label': 'leg extension'}, {'score': 0.00012619498011190444, 'label': 'chest fly machine'}, {'score': 8.433772745775059e-05, 'label': 'lateral raise'}]"
/leg raises/1.mp4,11,0.9992316961288452,"[{'score': 0.9992316961288452, 'label': 'leg raises'}, {'score': 0.00024261757789645344, 'label': 'leg extension'}, {'score': 5.0492668378865346e-05, 'label': 'tricep Pushdown'}, {'score': 4.736480696010403e-05, 'label': 'chest fly machine'}, {'score': 4.306281698518433e-05, 'label': 'shoulder press'}]"
/leg raises/s.mp4,11,0.05866348370909691,"[{'score': 0.8906115889549255, 'label': 'tricep Pushdown'}, {'score': 0.05866348370909691, 'label': 'leg raises'}, {'score': 0.008363521657884121, 'label': 'barbell biceps curl'}, {'score': 0.008050083182752132, 'label': 'squat'}, {'score': 0.007183156907558441, 'label': 'romanian deadlift'}]"
/leg raises/leg raises_4.mp4,11,0.9991211295127869,"[{'score': 0.9991211295127869, 'label': 'leg raises'}, {'score': 0.0001937755587277934, 'label': 'shoulder press'}, {'score': 9.069665247807279e-05, 'label': 'pull Up'}, {'score': 7.327747152885422e-05, 'label': 'leg extension'}, {'score': 7.112008461263031e-05, 'label': 'romanian deadlift'}]"
/leg raises/leg raises_8.mp4,11,0.9984369874000549,"[{'score': 0.9984369874000549, 'label': 'leg raises'}, {'score': 0.0005124243325553834, 'label': 'barbell biceps curl'}, {'score': 0.00016762437007855624, 'label': 'leg extension'}, {'score': 0.00015448748308699578, 'label': 'romanian deadlift'}, {'score': 0.00010598840162856504, 'label': 't bar row'}]"
/leg raises/leg raises_7.mp4,11,0.44150474667549133,"[{'score': 0.44150474667549133, 'label': 'leg raises'}, {'score': 0.3893983066082001, 'label': 'squat'}, {'score': 0.11777656525373459, 'label': 'romanian deadlift'}, {'score': 0.011483892798423767, 'label': 'barbell biceps curl'}, {'score': 0.010807693935930729, 'label': 'leg extension'}]"
/leg raises/leg raises_2.mp4,11,0.9958561062812805,"[{'score': 0.9958561062812805, 'label': 'leg raises'}, {'score': 0.0017310103867202997, 'label': 'shoulder press'}, {'score': 0.0004946310655213892, 'label': 'leg extension'}, {'score': 0.000465145509224385, 'label': 'pull Up'}, {'score': 0.00025791843654587865, 'label': 'hammer curl'}]"
/leg raises/leg raises_0.mp4,11,0.05471041426062584,"[{'score': 0.9275627136230469, 'label': 'deadlift'}, {'score': 0.05471041426062584, 'label': 'leg raises'}, {'score': 0.007152216974645853, 'label': 'leg extension'}, {'score': 0.0018951424863189459, 'label': 'pull Up'}, {'score': 0.0014611693331971765, 'label': 'romanian deadlift'}]"
/leg raises/a.mp4,11,0.7452883124351501,"[{'score': 0.7452883124351501, 'label': 'leg raises'}, {'score': 0.22321736812591553, 'label': 'deadlift'}, {'score': 0.006259040907025337, 'label': 'barbell biceps curl'}, {'score': 0.00556433480232954, 'label': 'shoulder press'}, {'score': 0.003417737316340208, 'label': 'lateral raise'}]"
/leg raises/leg raises_1.mp4,11,0.903124988079071,"[{'score': 0.903124988079071, 'label': 'leg raises'}, {'score': 0.0348907969892025, 'label': 'romanian deadlift'}, {'score': 0.023763610050082207, 'label': 'tricep dips'}, {'score': 0.005922143347561359, 'label': 'plank'}, {'score': 0.005868574604392052, 'label': 'squat'}]"
/leg raises/leg raises_6.mp4,11,0.9981889128684998,"[{'score': 0.9981889128684998, 'label': 'leg raises'}, {'score': 0.0004457992617972195, 'label': 'shoulder press'}, {'score': 0.0003574849106371403, 'label': 'pull Up'}, {'score': 0.00011385310790501535, 'label': 'barbell biceps curl'}, {'score': 0.00010677623504307121, 'label': 'deadlift'}]"
/leg raises/3.mp4,11,0.9995526671409607,"[{'score': 0.9995526671409607, 'label': 'leg raises'}, {'score': 4.599842577590607e-05, 'label': 'leg extension'}, {'score': 4.252601502230391e-05, 'label': 'shoulder press'}, {'score': 3.327787999296561e-05, 'label': 'barbell biceps curl'}, {'score': 3.3229836844839156e-05, 'label': 'russian twist'}]"
/lateral raise/lateral raise_2.mp4,9,0.8147809505462646,"[{'score': 0.8147809505462646, 'label': 'lateral raise'}, {'score': 0.1745140552520752, 'label': 't bar row'}, {'score': 0.0017538446700200438, 'label': 'shoulder press'}, {'score': 0.0014733494026586413, 'label': 'hammer curl'}, {'score': 0.0013989410363137722, 'label': 'deadlift'}]"
/lateral raise/lateral raise_8.mp4,9,0,"[{'score': 0.9165608882904053, 'label': 'hammer curl'}, {'score': 0.03485389053821564, 'label': 'barbell biceps curl'}, {'score': 0.0121448440477252, 'label': 'leg extension'}, {'score': 0.011583353392779827, 'label': 'romanian deadlift'}, {'score': 0.008098797872662544, 'label': 'tricep Pushdown'}]"
/lateral raise/1.mp4,9,0.00024501862935721874,"[{'score': 0.9980480670928955, 'label': 'barbell biceps curl'}, {'score': 0.000707109400536865, 'label': 'hammer curl'}, {'score': 0.00024501862935721874, 'label': 'lateral raise'}, {'score': 0.00020634368411265314, 'label': 'romanian deadlift'}, {'score': 0.00015670174616388977, 'label': 'squat'}]"
/lateral raise/lateral raise_1.mp4,9,0.03681441396474838,"[{'score': 0.9590091109275818, 'label': 'hammer curl'}, {'score': 0.03681441396474838, 'label': 'lateral raise'}, {'score': 0.0008711310802027583, 'label': 'tricep Pushdown'}, {'score': 0.0004946175613440573, 'label': 'leg raises'}, {'score': 0.0004931720322929323, 'label': 'push-up'}]"
/lateral raise/lateral raise_0.mp4,9,0.0016033650608733296,"[{'score': 0.8628152012825012, 'label': 'deadlift'}, {'score': 0.1255519837141037, 'label': 'romanian deadlift'}, {'score': 0.002787059871479869, 'label': 'hammer curl'}, {'score': 0.0016033650608733296, 'label': 'lateral raise'}, {'score': 0.0011295296717435122, 'label': 'barbell biceps curl'}]"
/lateral raise/lateral raise_7.mp4,9,0.004225545562803745,"[{'score': 0.9501650333404541, 'label': 'deadlift'}, {'score': 0.035250790417194366, 'label': 'romanian deadlift'}, {'score': 0.004225545562803745, 'label': 'lateral raise'}, {'score': 0.0015905251493677497, 'label': 'hip thrust'}, {'score': 0.0013737333938479424, 'label': 'leg raises'}]"
/lateral raise/lateral raise_11.mp4,9,0.007723356131464243,"[{'score': 0.9304847717285156, 'label': 'deadlift'}, {'score': 0.048372432589530945, 'label': 'romanian deadlift'}, {'score': 0.007723356131464243, 'label': 'lateral raise'}, {'score': 0.005706956144422293, 'label': 'hammer curl'}, {'score': 0.0010008629178628325, 'label': 'leg raises'}]"
/lateral raise/lateral raise_3.mp4,9,0.9995408058166504,"[{'score': 0.9995408058166504, 'label': 'lateral raise'}, {'score': 5.975620661047287e-05, 'label': 'hip thrust'}, {'score': 4.390182584756985e-05, 'label': 'leg extension'}, {'score': 4.160586468060501e-05, 'label': 'chest fly machine'}, {'score': 3.5275599657325074e-05, 'label': 'barbell biceps curl'}]"
/lateral raise/lateral raise_4.mp4,9,0.9993696808815002,"[{'score': 0.9993696808815002, 'label': 'lateral raise'}, {'score': 0.000130612010252662, 'label': 'tricep Pushdown'}, {'score': 5.715911902370863e-05, 'label': 'lat pulldown'}, {'score': 4.663652725866996e-05, 'label': 'push-up'}, {'score': 3.993029531557113e-05, 'label': 'shoulder press'}]"
/t bar row/t bar row_5.mp4,19,0.9977244734764099,"[{'score': 0.9977244734764099, 'label': 't bar row'}, {'score': 0.00034052293631248176, 'label': 'hip thrust'}, {'score': 0.0003378840920049697, 'label': 'leg extension'}, {'score': 0.00025038214516825974, 'label': 'romanian deadlift'}, {'score': 0.00021232437575235963, 'label': 'deadlift'}]"
/t bar row/t bar row_15.mp4,19,0,"[{'score': 0.6290339827537537, 'label': 'leg extension'}, {'score': 0.3080195188522339, 'label': 'romanian deadlift'}, {'score': 0.022817976772785187, 'label': 'incline bench press'}, {'score': 0.012751876376569271, 'label': 'shoulder press'}, {'score': 0.004405089188367128, 'label': 'chest fly machine'}]"
/t bar row/t bar row_6.mp4,19,0.9958475828170776,"[{'score': 0.9958475828170776, 'label': 't bar row'}, {'score': 0.002390847774222493, 'label': 'romanian deadlift'}, {'score': 0.00039711763383820653, 'label': 'leg extension'}, {'score': 0.0002972912334371358, 'label': 'deadlift'}, {'score': 0.00012693754979409277, 'label': 'incline bench press'}]"
/t bar row/t bar row_13.mp4,19,0.9673493504524231,"[{'score': 0.9673493504524231, 'label': 't bar row'}, {'score': 0.027927760034799576, 'label': 'leg extension'}, {'score': 0.0008786459220573306, 'label': 'lat pulldown'}, {'score': 0.0004614591016434133, 'label': 'shoulder press'}, {'score': 0.00045765910181216896, 'label': 'chest fly machine'}]"
/t bar row/t bar row_2.mp4,19,0.9956711530685425,"[{'score': 0.9956711530685425, 'label': 't bar row'}, {'score': 0.0029514816123992205, 'label': 'romanian deadlift'}, {'score': 0.00038352454430423677, 'label': 'barbell biceps curl'}, {'score': 0.00010470987763255835, 'label': 'plank'}, {'score': 9.191544813802466e-05, 'label': 'pull Up'}]"
/t bar row/t bar row_11.mp4,19,0.49657315015792847,"[{'score': 0.49657315015792847, 'label': 't bar row'}, {'score': 0.366205632686615, 'label': 'romanian deadlift'}, {'score': 0.06828580796718597, 'label': 'leg extension'}, {'score': 0.018790215253829956, 'label': 'shoulder press'}, {'score': 0.012228379026055336, 'label': 'incline bench press'}]"
/t bar row/t bar row_1.mp4,19,0,"[{'score': 0.9984849095344543, 'label': 'push-up'}, {'score': 0.00032266913331113756, 'label': 'tricep Pushdown'}, {'score': 0.00016600207891315222, 'label': 'plank'}, {'score': 0.0001304777106270194, 'label': 'lateral raise'}, {'score': 0.00010565550473984331, 'label': 'bench press'}]"
/t bar row/t bar row_20.mp4,19,0,"[{'score': 0.9675338864326477, 'label': 'romanian deadlift'}, {'score': 0.023764517158269882, 'label': 'deadlift'}, {'score': 0.0013025414664298296, 'label': 'shoulder press'}, {'score': 0.0012996373698115349, 'label': 'leg raises'}, {'score': 0.0009458828717470169, 'label': 'barbell biceps curl'}]"
/t bar row/t bar row_17.mp4,19,0.9988358616828918,"[{'score': 0.9988358616828918, 'label': 't bar row'}, {'score': 0.0003049798833671957, 'label': 'leg extension'}, {'score': 0.0001804483326850459, 'label': 'lat pulldown'}, {'score': 0.00010092853335663676, 'label': 'tricep Pushdown'}, {'score': 6.575904990313575e-05, 'label': 'shoulder press'}]"
/t bar row/t bar row_21.mp4,19,0,"[{'score': 0.4601443409919739, 'label': 'leg extension'}, {'score': 0.28848037123680115, 'label': 'leg raises'}, {'score': 0.08256147801876068, 'label': 'incline bench press'}, {'score': 0.08004298061132431, 'label': 'shoulder press'}, {'score': 0.02463618665933609, 'label': 'chest fly machine'}]"
/t bar row/t bar row_7.mp4,19,0.9872781038284302,"[{'score': 0.9872781038284302, 'label': 't bar row'}, {'score': 0.007268826011568308, 'label': 'romanian deadlift'}, {'score': 0.0017479730304330587, 'label': 'leg raises'}, {'score': 0.001329514430835843, 'label': 'barbell biceps curl'}, {'score': 0.00034587213303893805, 'label': 'plank'}]"
/t bar row/t bar row_0.mp4,19,0.9093921780586243,"[{'score': 0.9093921780586243, 'label': 't bar row'}, {'score': 0.04055338352918625, 'label': 'romanian deadlift'}, {'score': 0.030472857877612114, 'label': 'incline bench press'}, {'score': 0.007012318819761276, 'label': 'hip thrust'}, {'score': 0.0017831057775765657, 'label': 'leg extension'}]"
/t bar row/t bar row_18.mp4,19,0,"[{'score': 0.44968682527542114, 'label': 'plank'}, {'score': 0.20372770726680756, 'label': 'romanian deadlift'}, {'score': 0.10725507885217667, 'label': 'deadlift'}, {'score': 0.0753878802061081, 'label': 'leg raises'}, {'score': 0.05277464911341667, 'label': 'incline bench press'}]"
/t bar row/t bar row_14.mp4,19,0.9990839958190918,"[{'score': 0.9990839958190918, 'label': 't bar row'}, {'score': 0.0001714084792183712, 'label': 'barbell biceps curl'}, {'score': 8.846152195474133e-05, 'label': 'pull Up'}, {'score': 7.022196223260835e-05, 'label': 'russian twist'}, {'score': 6.541600305354223e-05, 'label': 'incline bench press'}]"
/t bar row/t bar row_9.mp4,19,0,"[{'score': 0.9891771674156189, 'label': 'incline bench press'}, {'score': 0.002537569496780634, 'label': 'leg extension'}, {'score': 0.002508525038138032, 'label': 'bench press'}, {'score': 0.0008443082333542407, 'label': 'squat'}, {'score': 0.0008115058299154043, 'label': 'shoulder press'}]"
/t bar row/t bar row_19.mp4,19,0.9959698915481567,"[{'score': 0.9959698915481567, 'label': 't bar row'}, {'score': 0.001979742432013154, 'label': 'leg extension'}, {'score': 0.00037924962816759944, 'label': 'hip thrust'}, {'score': 0.00022110236750449985, 'label': 'barbell biceps curl'}, {'score': 0.00020658357243519276, 'label': 'romanian deadlift'}]"
/t bar row/t bar row_3.mp4,19,0.9186692833900452,"[{'score': 0.9186692833900452, 'label': 't bar row'}, {'score': 0.04758165776729584, 'label': 'romanian deadlift'}, {'score': 0.014184676110744476, 'label': 'leg extension'}, {'score': 0.004513914231210947, 'label': 'incline bench press'}, {'score': 0.0037417542189359665, 'label': 'shoulder press'}]"
/t bar row/t bar row_10.mp4,19,0.999451220035553,"[{'score': 0.999451220035553, 'label': 't bar row'}, {'score': 6.399189442163333e-05, 'label': 'lat pulldown'}, {'score': 6.220694922376424e-05, 'label': 'romanian deadlift'}, {'score': 4.704784441855736e-05, 'label': 'plank'}, {'score': 4.079160135006532e-05, 'label': 'russian twist'}]"
/t bar row/t bar row_8.mp4,19,0,"[{'score': 0.8870947360992432, 'label': 'plank'}, {'score': 0.10101740807294846, 'label': 'russian twist'}, {'score': 0.002946017077192664, 'label': 'squat'}, {'score': 0.0012415716191753745, 'label': 'incline bench press'}, {'score': 0.0010808900697156787, 'label': 'decline bench press'}]"
/t bar row/t bar row_16.mp4,19,0.9993895292282104,"[{'score': 0.9993895292282104, 'label': 't bar row'}, {'score': 9.164985385723412e-05, 'label': 'lat pulldown'}, {'score': 9.046753257280216e-05, 'label': 'romanian deadlift'}, {'score': 4.3226973502896726e-05, 'label': 'pull Up'}, {'score': 4.242971772328019e-05, 'label': 'lateral raise'}]"
/t bar row/t bar row_4.mp4,19,0.965610921382904,"[{'score': 0.965610921382904, 'label': 't bar row'}, {'score': 0.027338549494743347, 'label': 'tricep Pushdown'}, {'score': 0.0019051196286454797, 'label': 'plank'}, {'score': 0.0007627516752108932, 'label': 'barbell biceps curl'}, {'score': 0.0006095278076827526, 'label': 'lat pulldown'}]"
/t bar row/t bar row_12.mp4,19,0.9993337988853455,"[{'score': 0.9993337988853455, 'label': 't bar row'}, {'score': 6.675726035609841e-05, 'label': 'romanian deadlift'}, {'score': 6.584198854397982e-05, 'label': 'lat pulldown'}, {'score': 5.910588151891716e-05, 'label': 'russian twist'}, {'score': 5.1807728596031666e-05, 'label': 'leg extension'}]"
/plank/plank_4.mp4,12,0.9989731311798096,"[{'score': 0.9989731311798096, 'label': 'plank'}, {'score': 0.00016597083595115691, 'label': 'decline bench press'}, {'score': 0.00013031350681558251, 'label': 'incline bench press'}, {'score': 7.370279490714893e-05, 'label': 'shoulder press'}, {'score': 7.344367622863501e-05, 'label': 'chest fly machine'}]"
/plank/4.mp4,12,0.9990658164024353,"[{'score': 0.9990658164024353, 'label': 'plank'}, {'score': 9.156748274108395e-05, 'label': 'hip thrust'}, {'score': 7.409712998196483e-05, 'label': 'deadlift'}, {'score': 6.546904478454962e-05, 'label': 'pull Up'}, {'score': 6.038358696969226e-05, 'label': 'chest fly machine'}]"
/plank/plank_0.mp4,12,0.9986698627471924,"[{'score': 0.9986698627471924, 'label': 'plank'}, {'score': 0.0001730365038383752, 'label': 'incline bench press'}, {'score': 0.0001412317797075957, 'label': 'russian twist'}, {'score': 0.00012355315266177058, 'label': 'bench press'}, {'score': 9.197834151564166e-05, 'label': 'pull Up'}]"
/plank/plank_10.mp4,12,0,"[{'score': 0.9957804679870605, 'label': 'hip thrust'}, {'score': 0.0009924601763486862, 'label': 'incline bench press'}, {'score': 0.0009002541191875935, 'label': 'deadlift'}, {'score': 0.0004208714235574007, 'label': 'push-up'}, {'score': 0.00020404221140779555, 'label': 'romanian deadlift'}]"
/plank/2.mp4,12,0.024958085268735886,"[{'score': 0.7890602946281433, 'label': 'push-up'}, {'score': 0.1465512067079544, 'label': 'hip thrust'}, {'score': 0.024958085268735886, 'label': 'plank'}, {'score': 0.00915518868714571, 'label': 'deadlift'}, {'score': 0.00671360595151782, 'label': 'incline bench press'}]"
/plank/7.mp4,12,0.9991416931152344,"[{'score': 0.9991416931152344, 'label': 'plank'}, {'score': 9.717464854475111e-05, 'label': 'incline bench press'}, {'score': 6.59326251479797e-05, 'label': 'shoulder press'}, {'score': 6.152035348350182e-05, 'label': 'lateral raise'}, {'score': 6.130014662630856e-05, 'label': 'pull Up'}]"
/plank/6.mp4,12,0,"[{'score': 0.3847232162952423, 'label': 'russian twist'}, {'score': 0.27982857823371887, 'label': 'bench press'}, {'score': 0.13732680678367615, 'label': 'chest fly machine'}, {'score': 0.1370507776737213, 'label': 'incline bench press'}, {'score': 0.013133494183421135, 'label': 'hip thrust'}]"
/plank/1.mp4,12,0.9968875050544739,"[{'score': 0.9968875050544739, 'label': 'plank'}, {'score': 0.0008131979266181588, 'label': 'russian twist'}, {'score': 0.000716084148734808, 'label': 'decline bench press'}, {'score': 0.0001748836220940575, 'label': 'romanian deadlift'}, {'score': 0.00014592381194233894, 'label': 'push-up'}]"
/plank/plank_1.mp4,12,0.9990647435188293,"[{'score': 0.9990647435188293, 'label': 'plank'}, {'score': 9.632727596908808e-05, 'label': 'russian twist'}, {'score': 7.765859481878579e-05, 'label': 'bench press'}, {'score': 6.879514694446698e-05, 'label': 'decline bench press'}, {'score': 6.697954813716933e-05, 'label': 'deadlift'}]"
